uid,uniqueId,SQ
201582,66822271,2
201582,67023360,1
201582,67031633,4
201582,67153395,6
201582,67244219,10
201582,67613440,1
201582,67944033,4
201582,21027711,2
201582,21142854,5
201582,65001302,3
201582,65001942,3
201582,65002708,9
201582,65002996,7
201582,65004400,1
201582,65024762,3
201582,65039544,5
201582,67020462,3
201582,67190010,1
201582,68934337,8
201582,20287624,5
201582,65000880,1
201582,65002272,3
201582,65003372,3
201582,65024964,5
201582,65039763,4
201582,65039768,9
201582,20088635,6
201582,20090006,7
201582,20280422,3
201582,62072083,4
201582,65000302,3
201582,65001776,7
201582,65003778,9
201582,65024014,5
201582,67223627,8
201582,67829648,9
201582,67876464,5
201582,20087940,1
201582,20274874,5
201582,20275598,9
201582,20304736,7
201582,21002319,10
201582,21141354,5
201582,65000871,2
201582,65001967,8
201582,65004355,6
201582,65004472,3
201582,65023447,8
201582,65023856,7
201582,65024635,6
201582,65024819,10
201582,65028818,9
201582,67015776,7
201582,67094144,5
201582,20293289,10
201582,21000767,8
201582,21056546,7
201582,21141352,3
201582,21152627,8
201582,65000846,7
201582,65001136,7
201582,65001395,6
201582,65002163,4
201582,65002614,5
201582,65025312,3
201582,67014424,5
201582,67015396,7
201582,67031784,5
201582,67031786,7
201582,67070423,4
201582,67106203,4
201582,67129721,2
201582,67133066,7
201582,67358503,4
201582,21027623,4
201582,21123435,6
201582,65021376,7
201582,65023656,7
201582,65023904,5
201582,65025594,5
201582,67009650,1
201582,67045861,2
201582,67103238,9
201582,67876473,4
201582,20275032,3
201582,21051978,9
201582,21069275,6
201582,21071761,2
201582,21077524,5
201582,65001718,9
201582,65002009,10
201582,65023724,5
201582,66822272,3
201582,67227951,2
201582,67716423,4
201582,21144886,7
201582,65002184,5
201582,65002838,9
201582,65002843,4
201582,65003336,7
201582,65021137,8
201582,65024878,9
201582,65025606,7
201582,67100008,9
201582,67130380,1
201582,67188901,2
201582,21040748,9
201582,65001149,10
201582,65023318,9
201582,65023905,6
201582,65025136,7
201582,67060705,6
201582,67077943,4
201582,67131811,2
201582,67228151,2
201582,21027709,10
201582,65004737,8
201582,65004949,10
201582,65021277,8
201582,65024943,4
201582,67067469,10
201582,67274168,9
201582,68420974,5
201582,68442574,5
201582,20284590,1
201582,21086158,9
201582,65021279,10
201582,65025475,6
201582,67124948,9
201582,67231325,6
201582,20211389,10
201582,65002641,2
201582,65004581,2
201582,65023649,10
201582,65024632,3
201582,67128831,2
201582,20277330,1
201582,21063030,1
201582,21114348,9
201582,65000884,5
201582,65002165,6
201582,65004732,3
201582,67737502,3
201582,67867928,9
201582,20224896,7
201582,20234477,8
201582,20276983,4
201582,65001706,7
201582,65002054,5
201582,65003218,9
201582,65023583,4
201582,68937983,4
201582,20266528,9
201582,64028166,7
201582,65021314,5
201582,65038236,7
201582,67024959,10
201582,67031425,6
201582,67280834,5
201582,20266525,6
201582,20266944,5
201582,21000779,10
201582,21156715,6
201582,65001491,2
201582,65001522,3
201582,65002039,10
201582,65002253,4
201582,65021300,1
201582,65021301,2
201582,65039800,1
201582,67171239,10
201582,67451893,4
201582,20276346,7
201582,62052220,1
201582,65001707,8
201582,65002796,7
201582,65003106,7
201582,65003301,2
201582,65023896,7
201582,67483688,9
201582,20088470,1
201582,20229807,8
201582,21052338,9
201582,65002561,2
201582,65021269,10
201582,65021302,3
201582,65023434,5
201582,65023600,1
201582,21000772,3
201582,21051979,10
201582,65001666,7
201582,65003191,2
201582,65025782,3
201582,67021782,3
201582,67060220,1
201582,65004820,1
201582,65039624,5
201582,20295398,9
201582,65001883,4
201582,65004935,6
201582,65023712,3
201582,65024948,9
201582,67451508,9
201582,20094083,4
201582,20294812,3
201582,65000173,4
201582,65039973,4
201582,67180596,7
201582,20094740,1
201582,20280599,10
201582,21184314,5
201582,65001865,6
201582,65023963,4
201582,21007773,4
201582,21148517,8
201582,65025221,2
201582,65026019,10
201582,21139146,7
201582,65003600,1
201582,68934338,9
201582,65021394,5
201582,67004408,9
201582,67151570,1
201582,65023765,6
201582,67963907,8
201582,21029746,7
201582,21182546,7
201582,65001188,9
201582,65023414,5
201582,67059630,1
201582,67328927,8
201582,20275568,9
201582,20276142,3
201582,21029748,9
201582,21051943,4
201582,32000226,7
201582,60035810,1
201582,65001437,8
201582,65001910,1
201582,65002705,6
201582,65004177,8
201582,67087036,7
201582,67934290,1
201582,21091172,3
201582,21150292,3
201582,65002951,2
201582,67087016,7
201582,67178974,5
201582,65004704,5
201582,67002165,6
201582,67119458,9
201582,67236310,1
201582,67876438,9
201582,21144887,8
201582,67087113,4
201582,67156076,7
201582,68135992,3
201582,68760708,9
201582,67115321,2
201582,67124946,7
201582,67206238,9
201582,67326491,2
201582,21055643,4
201582,21188989,10
201582,67096144,5
201582,20283267,8
201582,20293284,5
201582,65002431,2
201582,67243625,6
201582,21184035,6
201582,65024848,9
201582,65039687,8
201582,67867900,1
201582,67876468,9
201582,21163725,6
201582,65021265,6
201582,65025595,6
201582,67867916,7
201582,65024976,7
201582,65024639,10
201582,67011347,8
201582,65001146,7
201582,65023610,1
201582,21087377,8
201582,21188313,4
201582,21138295,6
201582,67064656,7
201582,65001790,1
201582,20223465,6
201582,21086714,5
201582,65025124,5
201582,67110221,2
201582,65001782,3
201582,21000615,6
201582,21000778,9
201582,21057949,10
201582,65003003,4
201582,20100107,8
201582,20277170,1
201582,21025599,10
201582,21139889,10
201582,21153949,10
201582,21181977,8
201582,65001780,1
201582,65001978,9
201582,65002096,7
201582,65003200,1
201582,65004468,9
201582,65037062,3
201582,67011615,6
201582,67016633,4
201582,67026807,8
201582,67087040,1
201582,67111513,4
201582,67171241,2
201582,67358501,2
201582,68902182,3
201582,20098682,3
201582,20269318,9
201582,21041597,8
201582,21139391,2
201582,21141273,4
201582,65001857,8
201582,65002506,7
201582,65004479,10
201582,65004590,1
201582,65024768,9
201582,65025610,1
201582,65037236,7
201582,65038309,10
201582,65039641,2
201582,67043946,7
201582,67051619,10
201582,67055983,4
201582,67129719,10
201582,67176216,7
201582,67350363,4
201582,67770938,9
201582,67876431,2
201582,68116854,5
201582,68543264,5
201582,20266935,6
201582,21156860,1
201582,63914556,7
201582,64004904,5
201582,65001409,10
201582,65001461,2
201582,65001746,7
201582,65002722,3
201582,65002984,5
201582,65003085,6
201582,65003211,2
201582,65004314,5
201582,65004951,2
201582,65023737,8
201582,65038226,7
201582,67074516,7
201582,67244217,8
201582,67292500,1
201582,67358499,10
201582,67867898,9
201582,67876429,10
201582,20280423,4
201582,20282700,1
201582,21025658,9
201582,21029821,2
201582,21086369,10
201582,21091169,10
201582,21148869,10
201582,21153937,8
201582,21184048,9
201582,65000103,4
201582,65001299,10
201582,65001514,5
201582,65001954,5
201582,65002106,7
201582,65003076,7
201582,65021263,4
201582,65025247,8
201582,65028899,10
201582,65039797,8
201582,67011351,2
201582,67024710,1
201582,67045863,4
201582,67100006,7
201582,67231555,6
201582,67254992,3
201582,67297013,4
201582,67713659,10
201582,68141195,6
201582,20086967,8
201582,20274959,10
201582,21028786,7
201582,21066593,4
201582,65001165,6
201582,65001369,10
201582,65021299,10
201582,65023516,7
201582,65023733,4
201582,65023818,9
201582,65024999,10
201582,67053519,10
201582,67054281,2
201582,67096138,9
201582,67123794,5
201582,67147975,6
201582,67222844,5
201582,68130274,5
201582,68141194,5
201582,20249674,5
201582,20293283,4
201582,21031720,1
201582,21038320,1
201582,65001407,8
201582,65001759,10
201582,65002116,7
201582,65003152,3
201582,65003281,2
201582,65004430,1
201582,65021407,8
201582,65024435,6
201582,65025597,8
201582,65025647,8
201582,65038189,10
201582,65039330,1
201582,65039761,2
201582,67021750,1
201582,20088975,6
201582,20270159,10
201582,20270243,4
201582,20277895,6
201582,21081203,4
201582,21145783,4
201582,65001483,4
201582,65001613,4
201582,65001948,9
201582,65002133,4
201582,65002815,6
201582,65002905,6
201582,65004373,4
201582,65023502,3
201582,65023902,3
201582,65024745,6
201582,65039540,1
201582,65039793,4
201582,67011353,4
201582,67045867,8
201582,67080328,9
201582,67147976,7
201582,67227949,10
201582,67289365,6
201582,69622653,4
201582,20088438,9
201582,20224904,5
201582,21001456,7
201582,21036329,10
201582,21038218,9
201582,21038220,1
201582,21039240,1
201582,21054933,4
201582,65001103,4
201582,65002312,3
201582,65002822,3
201582,65003002,3
201582,65025523,4
201582,65025776,7
201582,67064664,5
201582,67311420,1
201582,67716425,6
201582,68420981,2
201582,68773718,9
201582,21120504,5
201582,21141199,10
201582,64028164,5
201582,65001192,3
201582,65001520,1
201582,65001739,10
201582,65001908,9
201582,65001932,3
201582,65002215,6
201582,65002943,4
201582,65004330,1
201582,65024804,5
201582,65025640,1
201582,65039664,5
201582,67097314,5
201582,67229467,8
201582,67749048,9
201582,67882538,9
201582,68840880,1
201582,20088420,1
201582,20287836,7
201582,21018911,2
201582,21063029,10
201582,21151980,1
201582,65001690,1
201582,67060742,3
201582,67190039,10
201582,67628984,5
201582,68902187,8
201582,20088440,1
201582,20095108,9
201582,21064061,2
201582,21141197,8
201582,65001598,9
201582,65001852,3
201582,65002511,2
201582,65002977,8
201582,65003850,1
201582,65023306,7
201582,65023728,9
201582,65024805,6
201582,67129577,8
201582,67283228,9
201582,67320011,2
201582,67737497,8
201582,20274594,5
201582,20287987,8
201582,21038483,4
201582,21087822,3
201582,62072034,5
201582,65001319,10
201582,65023386,7
201582,65024640,1
201582,65039671,2
201582,67106827,8
201582,67483693,4
201582,21019151,2
201582,21025604,5
201582,21031718,9
201582,21086779,10
201582,21147875,6
201582,65003224,5
201582,65003282,3
201582,65023964,5
201582,67054280,1
201582,67118868,9
201582,67180838,9
201582,67326608,9
201582,68117177,8
201582,21028784,5
201582,21078705,6
201582,21086716,7
201582,21153943,4
201582,32008597,8
201582,63010188,9
201582,65001955,6
201582,65003145,6
201582,65023634,5
201582,65039620,1
201582,67022237,8
201582,67178865,6
201582,21087154,5
201582,21141321,2
201582,21152441,2
201582,65004920,1
201582,65023301,2
201582,65023451,2
201582,65025612,3
201582,67288444,5
201582,67628985,6
201582,68117175,6
201582,68902186,7
201582,21001435,6
201582,21088733,4
201582,65001320,1
201582,65002066,7
201582,65002625,6
201582,65023296,7
201582,67000408,9
201582,67039835,6
201582,20270187,8
201582,21002318,9
201582,21145256,7
201582,21188238,9
201582,65001201,2
201582,65002310,1
201582,65003363,4
201582,65004808,9
201582,65024965,6
201582,65039979,10
201582,67013061,2
201582,67045868,9
201582,67150900,1
201582,67176048,9
201582,67180044,5
201582,20283265,6
201582,21163723,4
201582,62050119,10
201582,65000867,8
201582,65001297,8
201582,65001961,2
201582,65002422,3
201582,65004525,6
201582,65004685,6
201582,65023893,4
201582,65039765,6
201582,67247614,5
201582,67317247,8
201582,67327206,7
201582,67451522,3
201582,68207243,4
201582,68277204,5
201582,68720670,1
201582,20212426,7
201582,20284832,3
201582,20289613,4
201582,20291711,2
201582,21016809,10
201582,21069495,6
201582,21184592,3
201582,65001307,8
201582,65002108,9
201582,65002971,2
201582,65004065,6
201582,65004505,6
201582,65004537,8
201582,67108609,10
201582,67115717,8
201582,67129359,10
201582,67348131,2
201582,20296453,4
201582,65000058,9
201582,65001173,4
201582,65001390,1
201582,65001979,10
201582,65021280,1
201582,65021338,9
201582,65023787,8
201582,66810226,7
201582,67131477,8
201582,21148408,9
201582,61062683,4
201582,65002107,8
201582,65021378,9
201582,65023696,7
201582,65025006,7
201582,65025600,1
201582,67055562,3
201582,67104190,1
201582,67124991,2
201582,20230185,6
201582,20277852,3
201582,21051982,3
201582,21056567,8
201582,21077523,4
201582,21141220,1
201582,21149692,3
201582,64028165,6
201582,65025616,7
201582,67040516,7
201582,67059632,3
201582,67103525,6
201582,67149588,9
201582,68720662,3
201582,21000769,10
201582,21038550,1
201582,21048736,7
201582,65004510,1
201582,65023858,9
201582,65039962,3
201582,67054431,2
201582,67769335,6
201582,20254004,5
201582,21027577,8
201582,21052344,5
201582,21088553,4
201582,21188519,10
201582,21189184,5
201582,65002180,1
201582,65002973,4
201582,65023363,4
201582,67051618,9
201582,67122187,8
201582,67210482,3
201582,67223611,2
201582,67244213,4
201582,67274954,5
201582,67610269,10
201582,67882539,10
201582,67997168,9
201582,20230438,9
201582,32008595,6
201582,65001432,3
201582,65001974,5
201582,65002494,5
201582,65003086,7
201582,65004508,9
201582,65039666,7
201582,67100004,5
201582,67102261,2
201582,67179922,3
201582,67624177,8
201582,20303257,8
201582,21000766,7
201582,21054932,3
201582,21151344,5
201582,65004504,5
201582,65023500,1
201582,65023736,7
201582,65028885,6
201582,65039947,8
201582,67229540,1
201582,67556644,5
201582,67867927,8
201582,20207165,6
201582,20281393,4
201582,21081228,9
201582,32028420,1
201582,65001071,2
201582,65001190,1
201582,65002862,3
201582,65024693,4
201582,65025225,6
201582,67018335,6
201582,67159834,5
201582,67236344,5
201582,67389371,2
201582,68926898,9
201582,20274883,4
201582,21021919,10
201582,21134312,3
201582,64028158,9
201582,65000102,3
201582,65002603,4
201582,65021319,10
201582,65025536,7
201582,20275677,8
201582,21002316,7
201582,21026751,2
201582,21156853,4
201582,65000838,9
201582,65001152,3
201582,65001985,6
201582,67055986,7
201582,20212469,10
201582,20280597,8
201582,21053692,3
201582,21055627,8
201582,32020891,2
201582,65000045,6
201582,65023543,4
201582,20065151,2
201582,20211390,1
201582,21083504,5
201582,65001809,10
201582,65002495,6
201582,65002590,1
201582,65023725,6
201582,67004654,5
201582,67322252,3
201582,67451526,7
201582,20066609,10
201582,20291609,10
201582,65001775,6
201582,65001973,4
201582,65002171,2
201582,65003227,8
201582,65003269,10
201582,65003294,5
201582,65024631,2
201582,65025008,9
201582,67087024,5
201582,67103756,7
201582,67188889,10
201582,67713657,8
201582,67960772,3
201582,20293287,8
201582,21150298,9
201582,65004388,9
201582,65021321,2
201582,65021333,4
201582,65023347,8
201582,65025786,7
201582,67096140,1
201582,20209224,5
201582,20253707,8
201582,21021068,9
201582,65001438,9
201582,67025957,8
201582,67190034,5
201582,68770746,7
201582,65001309,10
201582,65025581,2
201582,67136166,7
201582,20266940,1
201582,65001017,8
201582,65001236,7
201582,65001387,8
201582,65002114,5
201582,65003143,4
201582,65039596,7
201582,20279494,5
201582,21086713,4
201582,21142622,3
201582,65038328,9
201582,65039798,9
201582,21002323,4
201582,65004588,9
201582,65021295,6
201582,65023263,4
201582,67060697,8
201582,20270550,1
201582,21148469,10
201582,65001956,7
201582,65002994,5
201582,65003342,3
201582,65025635,6
201582,65039722,3
201582,67004570,1
201582,67066322,3
201582,21154084,5
201582,65023557,8
201582,65023831,2
201582,67018008,9
201582,67108676,7
201582,20086958,9
201582,21038477,8
201582,65002409,10
201582,65002948,9
201582,65023382,3
201582,65039964,5
201582,67011364,5
201582,68461666,7
201582,21084506,7
201582,65025535,6
201582,65038299,10
201582,67030092,3
201582,67572389,10
201582,20211359,10
201582,21009476,7
201582,21139390,1
201582,65002848,9
201582,65023501,2
201582,65023705,6
201582,67039658,9
201582,67184924,5
201582,67094142,3
201582,67188897,8
201582,20100353,4
201582,65001990,1
201582,65002417,8
201582,65038265,6
201582,20271669,10
201582,65002613,4
201582,67092044,5
201582,68902189,10
201582,67008943,4
201582,67031647,8
201582,67284293,4
201582,65001853,4
201582,67567372,3
201582,20289960,1
201582,21007765,6
201582,21015582,3
201582,67386922,3
201582,65003244,5
201582,67716426,7
201582,21013236,7
201582,21045983,4
201582,65038222,3
201582,21047116,7
201582,21091173,4
201582,21147708,9
201582,65000863,4
201582,65001781,2
201582,20277217,8
201582,21010274,5
201582,21087825,6
201582,65001847,8
201582,20086965,6
201582,65001263,4
201582,68934332,3
201582,67070096,7
201582,65003107,8
201582,65023927,8
201582,67128832,3
201582,21063025,6
201582,65023315,6
201582,65028819,10
201582,67023650,1
201582,65023719,10
201582,68144340,1
201582,20271671,2
201582,65001248,9
201582,20065012,3
201582,65038297,8
201582,67179918,9
201582,65023836,7
201582,67000602,3
201582,20229762,3
201582,65023282,3
201582,65039951,2
201582,67341335,6
201582,21016701,2
201582,65003380,1
201582,20281392,3
201582,62050125,6
201582,65001394,5
201582,65024924,5
201582,65002872,3
201582,21084507,8
201582,65025605,6
201582,65003331,2
201582,20234479,10
201582,65002022,3
201582,65004591,2
201582,67103527,8
201582,65004679,10
201582,20234480,1
201582,65001987,8
201582,20066612,3
201582,21018496,7
201582,21155823,4
201582,64019102,3
201582,65001331,2
201582,65001498,9
201582,65001644,5
201582,65002850,1
201582,65003005,6
201582,65003330,1
201582,65004919,10
201582,65004921,2
201582,65023704,5
201582,65023859,10
201582,65023949,10
201582,67028543,4
201582,67099994,5
201582,67118888,9
201582,67144854,5
201582,67183117,8
201582,67876466,7
201582,67988907,8
201582,69622654,5
201582,20277382,3
201582,21021073,4
201582,21027340,1
201582,21164050,1
201582,65000847,8
201582,65000960,1
201582,65001419,10
201582,65001788,9
201582,65002120,1
201582,65002624,5
201582,65002803,4
201582,65003274,5
201582,65003338,9
201582,65021287,8
201582,65023280,1
201582,65023666,7
201582,65023822,3
201582,65024916,7
201582,65025220,1
201582,65039581,2
201582,66816459,10
201582,67012536,7
201582,67028560,1
201582,67054450,1
201582,67064660,1
201582,69552710,1
201582,G0001457,8
201582,20100143,4
201582,20205116,7
201582,20283264,5
201582,20302082,3
201582,21001434,5
201582,21156855,6
201582,65001329,10
201582,65002095,6
201582,65002189,10
201582,65002505,6
201582,65002801,2
201582,65003484,5
201582,65023616,7
201582,67011212,3
201582,67020037,8
201582,67028562,3
201582,67131808,9
201582,67341333,4
201582,67749046,7
201582,68918258,9
201582,20086844,5
201582,20094737,8
201582,20212428,9
201582,21021922,3
201582,21037876,7
201582,21060641,2
201582,21066796,7
201582,21084505,6
201582,61062682,3
201582,62071694,5
201582,65001642,3
201582,65001661,2
201582,65002173,4
201582,65023586,7
201582,65023839,10
201582,65023898,9
201582,65039704,5
201582,65039971,2
201582,66814813,4
201582,67060699,10
201582,67090832,3
201582,67095798,9
201582,67123712,3
201582,67178904,5
201582,68113786,7
201582,20098273,4
201582,21027046,7
201582,21039113,4
201582,21142853,4
201582,65001306,7
201582,65001890,1
201582,65001945,6
201582,65002554,5
201582,65002744,5
201582,65002979,10
201582,65003449,10
201582,65004557,8
201582,65004915,6
201582,65023744,5
201582,65039509,10
201582,66820798,9
201582,67017304,5
201582,67039652,3
201582,67114341,2
201582,67116093,4
201582,67247620,1
201582,67345012,3
201582,67382188,9
201582,67488787,8
201582,67567402,3
201582,67633590,1
201582,67648283,4
201582,68832039,10
201582,20100777,8
201582,20209241,2
201582,20270171,2
201582,20291606,7
201582,21019597,8
201582,21040651,2
201582,21138292,3
201582,21148264,5
201582,21184036,7
201582,65001157,8
201582,65002051,2
201582,65002254,5
201582,65002821,2
201582,65004506,7
201582,65023953,4
201582,67043518,9
201582,67288570,1
201582,67345010,1
201582,67613446,7
201582,68902184,5
201582,20101866,7
201582,21038556,7
201582,21040650,1
201582,21040746,7
201582,21056541,2
201582,21188059,10
201582,62050121,2
201582,65001424,5
201582,65001576,7
201582,65001861,2
201582,65001972,3
201582,65002192,3
201582,65003272,3
201582,65003314,5
201582,65021390,1
201582,65023596,7
201582,65023731,2
201582,65023967,8
201582,65038221,2
201582,65039720,1
201582,67017360,1
201582,67053525,6
201582,67111434,5
201582,67128828,9
201582,67160907,8
201582,67210484,5
201582,67224924,5
201582,67867912,3
201582,21000774,5
201582,21025554,5
201582,21164048,9
201582,65003346,7
201582,65004428,9
201582,65023851,2
201582,65023891,2
201582,65039532,3
201582,67012534,5
201582,67036229,10
201582,67043443,4
201582,67043514,5
201582,67054453,4
201582,67194183,4
201582,67469128,9
201582,67754689,10
201582,68720666,7
201582,20274875,6
201582,21082433,4
201582,21189377,8
201582,60035811,2
201582,61062661,2
201582,65000313,4
201582,65001124,5
201582,65001787,8
201582,65001895,6
201582,65002914,5
201582,65004359,10
201582,65021262,3
201582,65025007,8
201582,65025525,6
201582,65039944,5
201582,67104192,3
201582,67123710,1
201582,67144856,7
201582,21038554,5
201582,21154080,1
201582,21165310,1
201582,62050146,7
201582,62071914,5
201582,65001189,10
201582,65001649,10
201582,65001669,10
201582,65001711,2
201582,65002756,7
201582,65002826,7
201582,65002855,6
201582,65003278,9
201582,65003307,8
201582,65004512,3
201582,65004666,7
201582,65021386,7
201582,65023308,9
201582,65023820,1
201582,65023882,3
201582,65037087,8
201582,65039642,3
201582,67022559,10
201582,67114984,5
201582,67122277,8
201582,67197689,10
201582,67244209,10
201582,67876463,4
201582,68466393,4
201582,20236585,6
201582,21008986,7
201582,21038326,7
201582,21056565,6
201582,21090079,10
201582,21153900,1
201582,65000898,9
201582,65001435,6
201582,65001466,7
201582,65001667,8
201582,65003022,3
201582,65003217,8
201582,65003741,2
201582,65024803,4
201582,65025569,10
201582,65038188,9
201582,66821402,3
201582,67025644,5
201582,67134436,7
201582,67451899,10
201582,68362182,3
201582,20069038,9
201582,21005658,9
201582,21040743,4
201582,21075083,4
201582,21130330,1
201582,21153961,2
201582,65001851,2
201582,65002252,3
201582,65002711,2
201582,65003147,8
201582,65023234,5
201582,65023297,8
201582,65023528,9
201582,65024816,7
201582,65025420,1
201582,65037060,1
201582,67104344,5
201582,67106829,10
201582,67185586,7
201582,67567375,6
201582,67714879,10
201582,20062044,5
201582,21038478,9
201582,21039111,2
201582,21150414,5
201582,21156717,8
201582,62050186,7
201582,65000951,2
201582,65004316,7
201582,65004794,5
201582,65023679,10
201582,65023894,5
201582,65025168,9
201582,65025604,5
201582,66820797,8
201582,67039650,1
201582,67115719,10
201582,67120550,1
201582,67224946,7
201582,67876460,1
201582,20272685,6
201582,21041513,4
201582,21140941,2
201582,65001892,3
201582,65001982,3
201582,65003448,9
201582,65021286,7
201582,65021316,7
201582,65039539,10
201582,67000436,7
201582,68692521,2
201582,20101862,3
201582,20226466,7
201582,20270198,9
201582,20274876,7
201582,65001389,10
201582,65001764,5
201582,65003369,10
201582,65023255,6
201582,65023796,7
201582,65024761,2
201582,65039538,9
201582,67022565,6
201582,67070314,5
201582,67082157,8
201582,67087020,1
201582,67087026,7
201582,67139012,3
201582,67176049,10
201582,67231558,9
201582,67645375,6
201582,67732655,6
201582,20228249,10
201582,20277317,8
201582,21009138,9
201582,21018841,2
201582,21089519,10
201582,21145780,1
201582,21154086,7
201582,65001272,3
201582,65001397,8
201582,65002034,5
201582,65002150,1
201582,65002859,10
201582,65003155,6
201582,65004407,8
201582,65023313,4
201582,65023879,10
201582,67054454,5
